prompt_with_emotion,response_with_emotion
"I asked my 7 year old what 12x12 was the other day_comma_ and he gave me the correct answer., anger","[""Thanks_comma_ I'm really proud of him. We homeschool so I guess I'm doing something right!, neutral""]"
"I asked my 7 year old what 12x12 was the other day_comma_ and he gave me the correct answer., joy","['So_comma_ I asked my 7 year old what 12x12 was the other day_comma_ and he gave me the correct answer without hesitation., sadness', 'Sounds like it_comma_ Good for you guys!, sadness']"
"I asked my 7 year old what 12x12 was the other day_comma_ and he gave me the correct answer., sadness","[""That's impressive_comma_ sounds like a smart young man., joy""]"
"I ate a piece of cake my mom was saving for my dad and I felt like I betrayed him a bit., anger","['My mother was saving a piece of cake for my dad and I accidentally ate it., fear']"
"I ate a piece of cake my mom was saving for my dad and I felt like I betrayed him a bit., fear","[""Well she got a bit mad at first_comma_ but I told her I'd buy him something in return and it all worked out., anger""]"
"I ate a piece of cake my mom was saving for my dad and I felt like I betrayed him a bit., neutral","['That is not too bad. What kind of cake was it?, joy']"
"I ate a piece of cake my mom was saving for my dad and I felt like I betrayed him a bit., sadness","['Oh man_comma_ I accidentally eat cake all the time! It is too hard to resist. What did your mom do?, sadness']"
"I ate all my kids cookies and blamed it on the dog., anger","['I do that all of time., sadness']"
"I ate all my kids cookies and blamed it on the dog., fear","[""Shame on you. I'm telling, fear""]"
"I ate all my kids cookies and blamed it on the dog., joy","['Well my wife confronted me this morning and I blamed it on our dog Max., sadness']"
"I ate all my kids cookies and blamed it on the dog., neutral","['Last night I went into my kitchen and ate all of my kids cookies., joy']"
"I ate all my kids cookies and blamed it on the dog., sadness","['Lol. Poor Max. I bet sometimes dogs wished the spoke English for that very reason., sadness', 'Yeah my wife had been kinda cold torwards him since. I feel bad for him.., fear']"
"I blamed eating someone's toast on my dog., anger","[""No. My dog eats any food available to her so it's pretty believable., anger""]"
"I blamed eating someone's toast on my dog., joy","['My sister made some toast and left it on the counter. So I ate it and inferred the dog must have taken it when she asked., anger', ""That's pretty funny. Did your sister ever find out it was you who took it?, sadness"", 'One time my cousins dog_comma_ ruby_comma_ almost bit me for trying to put away a bowl of food. So_comma_ I understand how dogs can be with food at times haha., neutral']"
"I bought a lottery ticket and was hopeful I would win., fear","['I bought a lottery ticket and have a feeling I will win., fear']"
"I bought a lottery ticket and was hopeful I would win., neutral","[""Good luck! I hope you'll win!, anger""]"
"I bought a lottery ticket and was hopeful I would win., sadness","['I know my chances are not good but maybe I can get lucky., anger', ""Well_comma_ you never know. It's nice to think what you can do with the money though., sadness""]"
"I broke a statuette offered by grandmother to my sister., anger","['Is it not better you replace it with same type of statuette_comma_at a grocery store?, joy']"
"I broke a statuette offered by grandmother to my sister., fear","['The mother of your grand mother _comma_that means your great grand mother ! Well you can search through her archives, fear']"
"I broke a statuette offered by grandmother to my sister., joy","['No_comma_ it is not possible. It is old statuette given by the mother of my grandmother., neutral']"
"I broke a statuette offered by grandmother to my sister., sadness","['Hi_comma_ I broke a statuette offered by grandmother to my sister. It was a very important object for my sister., neutral']"
"I broke a vase at my mom's house and hid it. I still haven't told her about it., anger","[""I broke a vase at my mom's house last year_comma_ and ended up hiding the evidence. I still haven't told her_comma_ and I feel bad about it., joy""]"
"I broke a vase at my mom's house and hid it. I still haven't told her about it., fear","[""Oh man that's a bad situation. Was this vase of any sentimental value_comma_ or was it really expensive or what?, fear""]"
"I broke a vase at my mom's house and hid it. I still haven't told her about it., neutral","[""It was fairly expensive. She wasn't relly using it for anything_comma_ and hasn't noticed it's gone. I think I'm going to buy a replacement for her_comma_ and let her know I broke the old one., sadness""]"
"I broke a vase at my mom's house and hid it. I still haven't told her about it., sadness","['That might be a good idea_comma_ even if just to clear you conscience of the guilt., sadness']"
"I broke my coworker statue, fear","['Yes but there is no way to replace that statue. It was a sentimental object for her, sadness']"
"I broke my coworker statue, joy","['I broke my coworker statue which was on her desk. I feel so bad about it., anger', 'Oh no_comma_ were you able to tell her you did it?, sadness']"
"I broke my coworker statue, neutral","[""Ugh_comma_ I'm sure that was hard.  I'm sorry you had to go through that., joy""]"
"I broke my favorite drinking glass., anger","['I knocked my favorite glass off the table and now I have to find a replacement., neutral', 'No_comma_ it was a fairly clean cut down the middle. Not shattered or anything., joy']"
"I broke my favorite drinking glass., fear","['Oh well at least that is a plus. , anger']"
"I broke my favorite drinking glass., joy","[""Oh no! How disappointing. Hopefully you didn't cut yourself!, sadness""]"
"I broke my phone, anger","['I broke my phone, sadness']"
"I broke my phone, fear","['OH I am sorry to hear that. How?, sadness', 'Oh no! I hope you can fix it!, neutral']"
"I broke my phone, joy","['I dropped it lol, joy']"
"I came across an old keychain that my dad gave to me when I was younger. It was cool. , fear","['Thats good that you found the keychain, anger', 'Yeah it meant a lot to me - almost like a sign! , joy', ""that's very good! Always nice to find those old lost items.  , joy""]"
"I came across an old keychain that my dad gave to me when I was younger. It was cool. , joy","['The other day when I was cleaning I came across an old keychain my dad gave me when I was younger_comma_ it was nice to see. , neutral']"
"I can recall when my mother passed away I was very alone_comma_ literally. At 20 years old and an only child_comma_ you still need your mother. My father wasn't in the picture after she passed either. So I was completely by myself with a 2 year old toddler.  Very sad time., anger","['Uhmmnnn_comma_that could have been really emotional for you, sadness', ""I understand_comma_ I've been there too_comma_hope your getting through?, sadness""]"
"I can recall when my mother passed away I was very alone_comma_ literally. At 20 years old and an only child_comma_ you still need your mother. My father wasn't in the picture after she passed either. So I was completely by myself with a 2 year old toddler.  Very sad time., joy","[""When I was a young girl_comma_ and mother of a two year old_comma_ my own mom passed away. This was a very sad time for me as I'm an only child and my father wasn't around either., neutral"", 'Oh yea it was.  It still bothers me. Nobody should go through that by themselves. , neutral']"
"I can't believe I didn't listen to my child when they told me that someone is picking on them. I feel terrible now he doesn't want to go to school any more., fear","[""I feel terrible about not listening to my child's complaints about being picked on. What was I thinking?, sadness"", ""He is 13 and now he doesn't want to go to school any more. Bullying is such a terrible thing. I now listen to everything he tells me., fear""]"
"I can't believe I didn't listen to my child when they told me that someone is picking on them. I feel terrible now he doesn't want to go to school any more., sadness","['Sorry to hear that.  How old is he / she, neutral', ""Yes though it's something everyone goes through...especially if he's going to be a man..I used to be the nerdy fat Asian kid who got picked on til I sucker punched the bully as hard as I could...and never got picked on again, anger""]"
"I can't believe Jeff got the promotion. It should have been me!, anger","[""I'm going to be really upset if I get passed over for another promotion. I've paid my dues., fear"", ""That is so hard_comma_ to feel like you've been looked over. Have you been able to have conversations with leadership as to why that might be the case?, neutral""]"
"I can't believe Jeff got the promotion. It should have been me!, joy","[""Does that make you curious to look elsewhere? It sounds like it's maybe not the best place?, sadness""]"
"I can't believe Jeff got the promotion. It should have been me!, sadness","['Yeah_comma_ but nothing seems to change. After you talk to them things go back to normal and other people get rewarded., anger']"
"I can't believe it is the middle of July already!, anger","['I think so too! I swear it was like 2012 yesterday., neutral', ""That's insane. I heard that the older you are_comma_ the faster time goes by since the percentage of your life that a specific amount of time is gets shorter and shorter., fear""]"
"I can't believe it is the middle of July already!, fear","['Yes! It\'s already like time to do school shopping for ""Fall 2018"". Crazy., fear']"
"I can't believe it is the middle of July already!, joy","['This year is absolutely flying by!, anger']"
"I can't believe it is the middle of July already!, neutral","['Yes for sure. Waiting for Christmas as a child was like FOREVER and now as soon as Christmas ends it feels like we are shopping for the next one within a millisecond lol. , anger', ""Right? I didn't think about that. I miss time passing by slowly and being so excited for everything., joy""]"
"I can't believe my friend Joe died., anger","['I can not believe my friend Joe died., anger', 'I am sorry for the loss. Are you okay?, neutral']"
"I can't believe my friend Joe died., joy","['Awe_comma_ I am sorry for your loss. Was it sudden?, anger']"
"I can't believe my friend Joe died., neutral","['Yes_comma_ he was only 35., sadness']"
"I can't wait for HAlloween. It is my favorite holifay. I love dressing up with the kids., anger","[""Halloween can't get here quick enough., fear"", 'I love candy., fear']"
"I can't wait for HAlloween. It is my favorite holifay. I love dressing up with the kids., fear","['It is my favorite. I love dressing up with my kids and eating all of their candy., fear']"
"I can't wait for HAlloween. It is my favorite holifay. I love dressing up with the kids., joy","['I love Halloween., joy']"
"I can't wait for next Sunday, anger","['Yes_comma_ the world cup final between France and Croatia , anger']"
"I can't wait for next Sunday, joy","[""I can't wait for next Sunday, anger""]"
"I can't wait for next Sunday, neutral","['Why?  Is there something good going to happen on Sunday?, neutral', ""Oh yeah!  Allez les bleus!  But good on tiny Croatia for even making it that far.  That's an incredible story for them., neutral""]"
"I cant wait for my house to sell.. its a slow market. , anger","['How long have you been trying to sell it for?, neutral', ""It's been almost 3 months now_comma_ but not 1 offer., anger""]"
"I cant wait for my house to sell.. its a slow market. , fear","['My house feels like its taking forever to sell...but I have a feeling something good is going to come soon! , neutral', ""I'm sure you will sell it soon! 3 months is not such a long time, fear""]"
"I cant wait to go to the beach.Its time to be sure I am all packed, fear","['I have never been but all up and down east coast , anger']"
"I cant wait to go to the beach.Its time to be sure I am all packed, neutral","['The Atlantic is not so bad!, neutral']"
"I cant wait to go to the beach.Its time to be sure I am all packed, sadness","['I cant wait to go to the beach.Its time to be sure I am all packed""., joy', 'I love the beach_comma_ the gulf is my favorite!, neutral']"
"I cant wait to relocate again. , neutral","['I cant wait to relocate and move again. I am so ready. , sadness', 'New York_comma_ VA_comma_ FL... how about you? , joy', ""I've been in the same place. DC and then its neighbor_comma_ MD., joy""]"
"I cant wait to relocate again. , sadness","['Wow! Have you been to many places?, fear']"
"I cheated on my boyfriend one time. I highly regretted it., anger","['Did you tell him_comma_ or did he find out?, anger']"
"I cheated on my boyfriend one time. I highly regretted it., joy","['Awe_comma_ I am sorry. In those instances_comma_ nobody wins. I hope you guys came out of it stronger than before, sadness']"
"I cheated on my boyfriend one time. I highly regretted it., sadness","['I cheated on my boyfriend once., joy', 'I told him and I felt horrible and terrible for my actions., neutral']"
"I cried when my brother passed away., anger","['I cried when my brother died., neutral']"
"I cried when my brother passed away., fear","[""My heart hurts for you. That's such a terrible loss., anger""]"
"I cried when my brother passed away., neutral","[""I'm so sorry. That must have been so painful for you. Were you close?, sadness"", 'Yes_comma_ he was my best friend., joy']"
"I cried when my grandma died., anger","['I did the same with mine. I lived with her during the summers and went home when school started back., joy']"
"I cried when my grandma died., fear","['I cried all day when my grandma died., sadness', ""I'm sorry to hear that. You two were close?, joy"", 'Yes. I visited her every summer., neutral']"
"I cried when the Jonas brothers broke up., anger","['I cried when The Jonas brothers broke up., joy', 'really?? I could not care less., fear']"
"I cried when the Jonas brothers broke up., neutral","['Yes. I love their music., neutral', 'I am more like a rock and roll type of guy myself., anger']"
"I decided to I would buy a few lottery tickets. My luck is normally not all that great. I scratched the 3 lottery tickets I bought and won $50_comma_000!, anger","['I won $50_comma_000 on one of the 3 scratch off tickets I recently bought!, anger']"
"I decided to I would buy a few lottery tickets. My luck is normally not all that great. I scratched the 3 lottery tickets I bought and won $50_comma_000!, joy","['I know! I normally do not win so I could not believe it when I did!, sadness', 'How often do you play?, sadness']"
"I decided to I would buy a few lottery tickets. My luck is normally not all that great. I scratched the 3 lottery tickets I bought and won $50_comma_000!, sadness","['Holy smokes - thats unbelievable.  I gave up on playing those scratch off games, anger']"
"I did not get the promotion at work that I wanted., fear","['They made us both take a test. I geuss he scored better than me., sadness']"
"I did not get the promotion at work that I wanted., joy","[""I'm sorry to hear. Will you have another chance to get promoted?, fear"", 'I think we get another chance in the winter., fear']"
"I did not get the promotion at work that I wanted., sadness","['So Bob got the promotion at work even though I put in all those hours., fear', ""That's gotta be terrible. Why did they pick him instead of you?, fear""]"
"I do miss the 2000's, joy","[""I have the same feeling but for the last 90s and early 2000's. Being an adult is no fun., sadness""]"
"I do miss the 2000's, neutral","[""No_comma_ it's not.Al responsabilities and no fun. I wish i was Peter Pan., neutral""]"
"I do miss the 2000's, sadness","['I do miss the last decade.I was adolescent and had a lot of fun., joy', ""Yes or rich. When I was a kid I wanted to grow up. Now that I'm old I want to be a kid again., neutral""]"
"I don't understand couples that cheat on each other. I literally have no desire to cheat., joy","['Whatever makes you happy I guess. To each their own., anger']"
"I don't understand couples that cheat on each other. I literally have no desire to cheat., neutral","['I always wondered how you start something like that up with your partner without hurting their feelings., fear']"
"I don't understand couples that cheat on each other. I literally have no desire to cheat., sadness","['It is so crazy to me. My best friend and her husband have an open marriage and I just cannot fathom having another partner other than my husband., fear', ""I know it. They both apparently just don't mind it. Makes me wonder if they are really in love or just kind of creatures of comfort., joy""]"
"I feel bad I stole the cookie., anger","['oh no. Did you get rid of the evidence?, neutral']"
"I feel bad I stole the cookie., fear","['I feel bad I stole a cookie from the cookie jar., sadness']"
"I feel bad I stole the cookie., joy","[""who's cookies were they?, fear""]"
"I feel bad I stole the cookie., sadness","['Yes. I ate it quick., joy']"
"I feel bad for cheating on my now-ex girlfriend., anger","[""Perhaps she may forgive you?  It's always worth a try_comma_ sometimes you just need some time and some growth before you can revisit mistakes that have happened., sadness""]"
"I feel bad for cheating on my now-ex girlfriend., fear","['Hindsight and all that - do you miss her?, fear']"
"I feel bad for cheating on my now-ex girlfriend., neutral","[""Yes a lot.  I've accepted it but it's hard letting go, joy"", 'Thanks. , anger']"
"I feel bad for cheating on my now-ex girlfriend., sadness","[""I wish I didn't cheat on my now ex-gf, anger""]"
"I feel bad that I work too much and dont see my daughter. , anger","['Ive been trying what I really need is a higher paid one so that way I dont have to work 2 jobs., fear']"
"I feel bad that I work too much and dont see my daughter. , fear","['I wish I could work less.. i feel so bad that i dont get to spend as much time with my daughter. , neutral', 'Got ya. What kind of work do you currently do?, joy']"
"I feel bad that I work too much and dont see my daughter. , joy","['I hear ya. Anyway to get a new job?, anger']"
"I feel this way everytime I see my brother's girlfriend. She's a racist disgusting human being and I feel sick everytime I see her. , anger","[""Isn't that weird? I mean it takes *energy* to be that negative! Does your brother feel that too? Or just can't/won't see it?, joy""]"
"I feel this way everytime I see my brother's girlfriend. She's a racist disgusting human being and I feel sick everytime I see her. , fear","[""I SO agree. I would not want to live like that. And it's one thing if they're only affecting themselves -- but when it's aimed at others -- the worst., fear""]"
"I feel this way everytime I see my brother's girlfriend. She's a racist disgusting human being and I feel sick everytime I see her. , sadness","[""I really dislike people that don't have kindness and have hate in their hearts. , joy"", ""I know!.My brother's sister is a very negative person who dislikes a lot of people for no reason!, joy""]"
"I felt a peace when I was able to stay home with my daughter after she was born. I would always be nervous if someone else was watching her other then myself. When my husband got this great job so I could stay home I was a peace., anger","['Yeah_comma_ I do them all here too_comma_ they are never ending. , sadness']"
"I felt a peace when I was able to stay home with my daughter after she was born. I would always be nervous if someone else was watching her other then myself. When my husband got this great job so I could stay home I was a peace., fear","['Yes it is :) , anger']"
"I felt a peace when I was able to stay home with my daughter after she was born. I would always be nervous if someone else was watching her other then myself. When my husband got this great job so I could stay home I was a peace., joy","['I really like that I can be with my daughter during the day and not worry about her under someone else care., sadness', ""It great and I don't have to worry about the house chores being done since I am the one who does it all., neutral""]"
"I felt a peace when I was able to stay home with my daughter after she was born. I would always be nervous if someone else was watching her other then myself. When my husband got this great job so I could stay home I was a peace., sadness","[""I completely understand. I stay home with my four kids and wouldn't have it any other way. , joy"", 'yes! I hear you house work is my life. Being a mom is amazing though!, anger']"
"I felt caring when I had to pick up and take care of my ailing cousin. His stomach felt bad and he was vomiting all over the place. I helped clean him up and gave him some medicine to make his stomach go back to normal., anger","['Yeah I had to tell him either to sleep first for a bit than eat. Or eat at first and wait an hour, neutral']"
"I felt caring when I had to pick up and take care of my ailing cousin. His stomach felt bad and he was vomiting all over the place. I helped clean him up and gave him some medicine to make his stomach go back to normal., fear","['Onnce I had to take care of my cousin who had an ailing stomach, anger', ""I've done that to myself before. Now I always wait awhile to sleep after eating., joy""]"
"I felt caring when I had to pick up and take care of my ailing cousin. His stomach felt bad and he was vomiting all over the place. I helped clean him up and gave him some medicine to make his stomach go back to normal., sadness","[""I'm sorry to hear that. Do you know what caused it?, neutral"", 'Apparently he ate something and slept immediately, fear']"
"I felt confident when I won the honor society election in high school. I beat someone way more popular, fear","[""I bet so. I've never done anything like that before., anger"", 'I beat someone way more popular_comma_ that is what made it surprising to me, neutral']"
"I felt confident when I won the honor society election in high school. I beat someone way more popular, joy","['That is surprising. Usually these things are a popularity contest., sadness']"
"I felt confident when I won the honor society election in high school. I beat someone way more popular, sadness","['When I won the honor society president election I was so confident in myself!, fear']"
"I felt lonely when I was in my senior year of college_comma_ studying all of the time and single., joy","['Hey_comma_ I used to fill lonely in college - my senior year. I was studying all of the time and single., joy', ""Yes_comma_ that was some time ago. I'm mostly too busy to fill lonely_comma_ and around people a lot., anger""]"
"I felt lonely when I was in my senior year of college_comma_ studying all of the time and single., neutral","['Yes_comma_ so what are the things on your schedule typically?, joy']"
"I felt lonely when I was in my senior year of college_comma_ studying all of the time and single., sadness","['I am sorry to hear that. Are you doing better now?, fear', 'I like keeping busy too. It really helps me stay sane!, anger']"
"I felt proud when I had accomplished a dream that I wanted to do for a long time. , joy","['I felt proud when I had accomplished a dream that I wanted to do for a long time. It was absailing!!, neutral', ""I'm not familiar with abseiling_comma_ but I'm glad that you felt good about it., joy"", 'absailing_comma_ its when you rappeling down a building. What have you down that amazing?, fear', ""Oh_comma_ I see. No_comma_ I've never done that., joy"", 'so what have you done?, neutral']"
"I felt sad when my dog passed away. It was a pet that I had since I was 3 years old_comma_ and was one of the saddest days of my life., fear","[""Absolutely_comma_ it's a chapter of your life and as long as you have those memories they live on through those memories., sadness""]"
"I felt sad when my dog passed away. It was a pet that I had since I was 3 years old_comma_ and was one of the saddest days of my life., joy","[""That is heartbreaking_comma_ it's always helped me to remember that no matter what happens_comma_ you have your memories with them., fear""]"
"I felt sad when my dog passed away. It was a pet that I had since I was 3 years old_comma_ and was one of the saddest days of my life., neutral","[""That is true_comma_ we got her when I was 3 years old so I kind of grew up with her_comma_ I'll never forget those memories., anger""]"
"I felt sad when my dog passed away. It was a pet that I had since I was 3 years old_comma_ and was one of the saddest days of my life., sadness","['Have you ever had a pet that you had to put down? I was so heartbroken when my dog of 16 years had to be put down. this was years ago but it still makes me sad to this day., sadness']"
"I felt this way after not returning to work after my maternity leave., fear","['I am not going to return to work after my maternity leave., sadness', 'I have decided to stay home with my daughter., fear']"
"I felt this way after not returning to work after my maternity leave., sadness","['How come?, anger', ""That's a tough decision to make_comma_ but children do need someone at that young an age., neutral""]"
"I felt this way when I attended Disney World., fear","[""I can't wait for next february, fear"", ""I'm going to Disney World with my family for the first time!, anger""]"
"I felt this way when I attended Disney World., joy","['What is happening in February?, sadness', 'Good for you.You are going to have the time of your life., fear']"
"I felt this way when I attended Disney World., sadness","[""I can't wait_comma_ everyone says it is the most magical place on Earth!, anger""]"
"I felt this way when my father bought me a Super Nintendo for  my 9th birthday. We were very poor so it was unexpected!, anger","['You still remember what you got for it?  It must have been memorable!  What was it?, joy']"
"I felt this way when my father bought me a Super Nintendo for  my 9th birthday. We were very poor so it was unexpected!, joy","['I was so thrilled with my gift for my 9th birthday!, joy']"
"I felt this way when my father bought me a Super Nintendo for  my 9th birthday. We were very poor so it was unexpected!, sadness","['It  sure was. It was a Super Nintendo which was epic because we were very poor back then. , neutral', 'Oh I know that feeling!  My family was the same way_comma_ and I still remember coming home after my last day of 6th grade and seeing that same SNES box sitting on my bed., anger']"
"I felt this when my son turned one. It was such a special day and my husband and I spent hours going back and looking at all the photos from his first year., anger","['Do you have any young children? , anger', 'Thats cool_comma_ what kind of camera do you have?, anger']"
"I felt this when my son turned one. It was such a special day and my husband and I spent hours going back and looking at all the photos from his first year., joy","['I do_comma_ my son recently turned one and it was such a special day for us! We spent hours going back and looking at all of the photos we had taken of him throughout the first year. , neutral']"
"I felt this when my son turned one. It was such a special day and my husband and I spent hours going back and looking at all the photos from his first year., neutral","['I do not_comma_ how about you?, joy', ""We don't have any type of nice camera_comma_ we just use our smartphones. I have an iphone and my husband has a samsung note. The quality on phones now are pretty good_comma_ we have the portrait mode. , fear""]"
"I felt very joyful when I found out I got accepted into a good college that I tried hard to get into_comma_ plus my friends were already there, neutral","[""Ah_comma_ congratulations! What a GREAT feeling. Are y'all all still good friends?, joy"", ""You know what_comma_ nothing to mourn_comma_ really. Life has chapters_comma_ you know? It's wonderful you have the memories you do., sadness""]"
"I felt very joyful when I found out I got accepted into a good college that I tried hard to get into_comma_ plus my friends were already there, sadness","['I felt very joyful when I got into a college that I really wanted to go to_comma_ plus my friends were there already., sadness', 'Most of them yes_comma_ things in life happen so I am not still in touch with all of them_comma_ but oh well., fear']"
"I felt very unwary when first meeting my nephew, anger","['aww he must be adorable., joy', 'He was and still is. He has gotten to be kind of wild though haha., sadness']"
"I felt very unwary when first meeting my nephew, fear","['hahah how old is he?!, neutral']"
"I felt very unwary when first meeting my nephew, neutral","['He is 12, sadness']"
"I felt very unwary when first meeting my nephew, sadness","['When I first met my nephew as a baby_comma_ I was awe-struck, neutral']"
"I finally finished my phlebotomy class. It was an hours drive one way_comma_ yuck. But thankfully it's over and I can try to get on at a local Hospital. They are hiring I heard., anger","[""That's good thinking. I hope you won't get too many who are afraid!, fear""]"
"I finally finished my phlebotomy class. It was an hours drive one way_comma_ yuck. But thankfully it's over and I can try to get on at a local Hospital. They are hiring I heard., joy","[""That's amazing! How do you anticipate dealing with people who are afraid of needles?, fear""]"
"I finally finished my phlebotomy class. It was an hours drive one way_comma_ yuck. But thankfully it's over and I can try to get on at a local Hospital. They are hiring I heard., neutral","[""I finally finished my Phlebotomy class . It was an hour's drive one way_comma_ but thankfully it's over and a hospital nearby is hiring I heard. Whew!, sadness"", ""I would probably tell them to look the other way and that it really isn't very painful. , fear""]"
"I finally finished my phlebotomy class. It was an hours drive one way_comma_ yuck. But thankfully it's over and I can try to get on at a local Hospital. They are hiring I heard., sadness","['Or pass out on me_comma_ lol. Thanks , sadness']"
"I finally got my dream car_comma_hard work pays ! , anger","['I said guess what! A custom made Ferrari with luxurious taste , neutral']"
"I finally got my dream car_comma_hard work pays ! , sadness","['Guest what? It was a Ferrari...!!!, joy', 'I cant actually see what you put in the prompt_comma_ but man thats crazy if it was a ferrari., sadness', 'I love Ferraris_comma_ they are so expensive though_comma_ one day I hope to own one., fear']"
"I finally rearranged the garage after a year of putting it off, fear","['There you go! Thats awesome.. i really wish we had a garage. lol lucky!, joy']"
"I finally rearranged the garage after a year of putting it off, joy","['So after a year of being here we finally got to rearrange the garage., sadness', 'How is it looking? , joy']"
"I finally rearranged the garage after a year of putting it off, sadness","['I think we will be able to get two cars in here now!, anger']"
"I found my lugage broken and objects where stolen, neutral","['Yes_comma_ I filed a complain. I was so angry that could control my temper when I was talking to the agent., neutral']"
"I found my lugage broken and objects where stolen, sadness","['At the airport_comma_ I found my luggage broken and objects where stolen, sadness', 'That must have been stressful. Did you report it?, joy', 'Are they going to accept responsibility and buy you new items? , neutral']"
"I get irritated with a coworker that gets on my nerves all the time by coming and bothering me smelling like smoke and trying to chat itu p, anger","['she comes in my office smelling like smoke trying to chat it up rather than do her job. , sadness']"
"I get irritated with a coworker that gets on my nerves all the time by coming and bothering me smelling like smoke and trying to chat itu p, joy","['Do you have any irritating coworkers?, neutral']"
"I get irritated with a coworker that gets on my nerves all the time by coming and bothering me smelling like smoke and trying to chat itu p, neutral","['Yes_comma_ I think that everyone does! What about you?, sadness']"
"I get irritated with a coworker that gets on my nerves all the time by coming and bothering me smelling like smoke and trying to chat itu p, sadness","['yes a few that drive me nuts. the janitor is the worst, fear', ""That's too bad. Our janitor is very friendly., neutral""]"
"I get mad when I fail at school., anger","['When I fail at school I get so mad., fear']"
"I get mad when I fail at school., fear","['Why do you fail? Do you not study?, sadness']"
"I get mad when I fail at school., joy","['I do study but I am not smart., sadness']"
"I get mad when I fail at school., sadness","['No one is smart until they learn to be smart. We are all born with brains but not smarts. We must gain smarts., fear']"
"I get to go out today after work! yay, anger","['I get to go to the water park today! I cant wait. , joy']"
"I get to go out today after work! yay, joy","['Is it a big water park?, joy']"
"I get to go out today after work! yay, neutral","['That is nice. I like going to water park. What time are you going?, neutral']"
"I get to go out today after work! yay, sadness","['Its so much fun_comma_ really pretty down there too. Oh in a few hours! , joy']"
"I get wistful remembering my high school days., anger","[""I'm nearing 40 and I find myself thinking a lot about my teen years and early twenties. The friends I had then and the fun we had., fear"", 'That is good_comma_ I am glad you have no regrets!, fear']"
"I get wistful remembering my high school days., fear","['That is where I am still at_comma_ I am scared I will have regrets when I get older, joy']"
"I get wistful remembering my high school days., joy","[""I don', anger""]"
"I got a huge bonus at work and was able to pay off my debt., anger","['How much?, fear', 'It was enough that I was able to pay off my car and a lot of bills., fear']"
"I got a huge bonus at work and was able to pay off my debt., fear","['So i got a huge bonus at work last week!, fear', 'Cool. What kind of car., anger']"
"I got a huge bonus at work and was able to pay off my debt., joy","['It was a 84 Mustang., anger']"
"I got in my car and my son left a note on my seat., fear","['What did it say?, joy', 'I think I am going to take him out for icecream., joy']"
"I got in my car and my son left a note on my seat., joy","['It was from my 7 year old son_comma_ He wanted to tell me he loved me and wished he could come work with me_comma_, fear', 'That is so sweet. Give him twenty dollars. , neutral']"
"I got in my car and my son left a note on my seat., neutral","['When I got in my car to go to work I notcied a note on my seat., anger', 'I bet he would love that., sadness']"
"I got pulled over and almost got a ticket., joy","['He said I was speeding but I was really nervous., joy', 'Did you end up getting a ticket?, anger']"
"I got pulled over and almost got a ticket., neutral","['Oh man. What happened?, anger']"
"I got pulled over and almost got a ticket., sadness","['So last night a cop pulled me over., fear', 'No he let me off with a warning., sadness']"
"I got recently got three rejection letters for 3 different jobs in a matter of a week and a half. That was a painful experience., anger","[""People get rejected all the time but it shouldn't be an excuse to let it dissuade you from reaching your goals., neutral""]"
"I got recently got three rejection letters for 3 different jobs in a matter of a week and a half. That was a painful experience., sadness","['What happened?, sadness', 'Got rejected from a place I wanted to work_comma_ not once but three times , neutral', 'I am sorry to hear that. I hope you find a better opportunity. Did you know why they rejected you?, neutral', 'Thanks_comma_ they gave me the same generic lines you always hear. , anger']"
"I got stock from family a long time ago. I just let it sit there. It's risen 10 times since., anger","[""It's enough to pay 1 year's worth of mortgage. Wondering if I should sell it or hold now., neutral"", 'You might want to talk to a financial adviser about it., joy']"
"I got stock from family a long time ago. I just let it sit there. It's risen 10 times since., fear","[""I got stock from family a long time ago. I just let it sit there. It's risen 10 times since., sadness"", 'Wow! Have you looked to see how much it is worth? You could have some money., neutral']"
"I had a co-worker open at my jb and instead of getting anything done she spent the enitre time on the phone. When I got to work I had to do her job and my own. , fear","['Maybe there should be a training day where they do back over everything_comma_ , anger']"
"I had a co-worker open at my jb and instead of getting anything done she spent the enitre time on the phone. When I got to work I had to do her job and my own. , neutral","['or hire more people maybe also, neutral', ""They don't spend money unless they absolutely have to. They get bonuses for saving money I think, neutral""]"
"I had a co-worker open at my jb and instead of getting anything done she spent the enitre time on the phone. When I got to work I had to do her job and my own. , sadness","[""There was a person who had to do twice the amount of work that they usually do. Sounded like they need to fire whoever didn't do their job , fear"", 'Yeah_comma_ or at least do something to correct that., neutral', 'That too! If only, anger']"
"I had a girl that I was seeing one time and she asked if I wanted to come with her to meet one of her friends. I went along and the way she talked to her was so much more passionate and energetic than with me and it made me wonder what he has that I don't., fear","['Yea_comma_ recently I have been trying to decide whether or not I want to mute my girlfriend on social media or not_comma_ like not block her_comma_ just mute her.  Because it bothers me how she acts single on social media_comma_ and it confuses me as to whether she wants to be with me_comma_ or is just trying to live a different personality online.  Because she talks to me and is all lovey-dovey_comma_ then gets on social media and talks like ""I don\'t need anyone"" and talks about how hot guys are.  And it leaves me so stuck and with the worst anxiety., neutral']"
